"ModelName_short","Task_short","Dataset","Cancer","tissue","TaskCategory","TaskCategory_short","AUROC","AUROC_lower","AUROC_upper","AUPRC","AUPRC_lower","AUPRC_upper","Balanced_accuracy","Balanced_accuracy_lower","Balanced_accuracy_upper","Sensitivity","Sensitivity_lower","Sensitivity_upper","Specificity","Specificity_lower","Specificity_upper","binary_multi","Public","Slide_vs_patch_classification","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Virchow","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.954507004446629,0.915808657849674,0.985496695353975,0.8909835,0.81669,0.9625025,0.8712946,0.7937875,0.9373175,0.87129584610843,0.793739853896104,0.937338374344953,0.958206928595922,0.930348823462182,0.980267649133306,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.666800365049978,0.589493843238345,0.74180589249555,0.4472876,0.3682975,0.536205,0.3721006,0.270485,0.477005,0.372100080599954,0.27046167791019,0.476968937489183,0.789762295618272,0.755397856369329,0.824793766910201,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.931922369254637,0.898281679811559,0.960289718297619,0.8486866,0.7880875,0.903605,0.7533232,0.6713975,0.82741,0.753323689328713,0.671403139147275,0.827391508662962,0.918268961364256,0.88766535816913,0.946569665707474,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.921687183571686,0.879552071955359,0.956543988431786,0.8233571,0.746685,0.8973075,0.7304602,0.634585,0.819405,0.730459884756815,0.634601988506062,0.819448897980245,0.91111960239492,0.87641064408348,0.940522039322466,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.918813152531999,0.88475087242879,0.949994272101157,0.8130015,0.743055,0.879715,0.7529142,0.6563525,0.839625,0.752914566251511,0.656319527511962,0.839658889871738,0.918782796477182,0.886528029106889,0.947629793920279,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.655440876678467,0.579646196325199,0.731110472381621,0.4283387,0.35467,0.51271,0.410405,0.326975,0.50392,0.410405145400291,0.326985851477319,0.503964859717811,0.803193162003194,0.772802479924753,0.835823025049999,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.633412762018047,0.554484053416256,0.722200558055356,0.4411934,0.3574825,0.5322275,0.3607729,0.2623575,0.4732725,0.360775050939438,0.262313382889041,0.473242374401914,0.786124628399323,0.75201871040969,0.825399987118516,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.904176039709198,0.86850083820072,0.933769268149574,0.797405,0.73808,0.8523025,0.7783958,0.696675,0.8584075,0.778395392730371,0.696650976966874,0.858399621212121,0.92734266514349,0.896949156623034,0.956910370113944,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.906454289256252,0.864584105431494,0.945944327466816,0.7995417,0.723295,0.8714025,0.6809461,0.588395,0.768725,0.680946174467497,0.588395657188921,0.76868011977058,0.892520682214803,0.859498100976253,0.924929839268439,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.662371857900247,0.584964780917316,0.738041258925981,0.4336274,0.351285,0.5176375,0.399918,0.31849,0.4849075,0.399918123577779,0.318475320245057,0.484937692138779,0.798634395538624,0.767115336082523,0.833198934131315,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.639016052757954,0.560975598377527,0.716272143459851,0.423704,0.341945,0.511645,0.3721504,0.2832925,0.4596025,0.372150011615007,0.283326023391813,0.459599638300296,0.789825762882509,0.759408015215805,0.821940161852589,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.578297996138362,0.492947355271867,0.663564519977396,0.3788352,0.297895,0.4714475,0.3084145,0.219695,0.4040225,0.308414313002965,0.219696524064171,0.404012049793994,0.769051825707352,0.738793930270702,0.801051609201271,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.91693963769844,0.878776175810433,0.951245284975264,0.8082814,0.73069,0.881115,0.75154,0.6528925,0.847325,0.751539779473419,0.652861995359825,0.847292033414156,0.918626384227643,0.887308833904198,0.950240867564591,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.462906781142784,0.313263679220298,0.601263575605681,0.577113041555303,0.411097127148676,0.72638620510668,0.5484663,0.4246975,0.6642125,0.407847211739148,0.241379310344828,0.580645161290323,0.689084867326651,0.538461538461538,0.848522727272727,"multi-class","TCGA","Slide","papillary from non-papillary tumors","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.68233338827563,0.549753441960338,0.806460492750815,0.695349947178542,0.523480795726593,0.837445461216872,0.6557683,0.538985,0.772325,0.715595845276257,0.5624375,0.861111111111111,0.595939352945222,0.413675548589342,0.777777777777778,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.689067475010561,0.546768951833607,0.8113880742913,0.740627634023208,0.60542914845992,0.858876490657843,0.6097079,0.488285,0.7234025,0.721340945594299,0.562408088235294,0.869600280504909,0.498073225240926,0.333333333333333,0.666666666666667,"multi-class","TCGA","Slide","papillary from non-papillary tumors","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.527992801839069,0.385097781065523,0.662699579831933,0.598995446390853,0.426672622764498,0.748414277857906,0.453571,0.34008,0.5725225,0.592310944421091,0.428571428571429,0.757601880877743,0.314832389969256,0.161290322580645,0.484848484848485,"multi-class","TCGA","Slide","papillary from non-papillary tumors","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.724663575987315,0.603126776449357,0.843853898541399,0.765123200938057,0.622190481812482,0.877147650120797,0.654417,0.5324975,0.769825,0.654499008831153,0.482758620689655,0.818181818181818,0.654331173595349,0.481481481481482,0.827586206896552,"multi-class","TCGA","Slide","papillary from non-papillary tumors","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.607953965990119,0.47160338158701,0.745059010673235,0.687743575821751,0.535660089617786,0.814214177650219,0.5476766,0.4318875,0.6662325,0.564992408785005,0.393939393939394,0.733518518518518,0.530359448041003,0.363636363636364,0.700067567567567,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.703333300057918,0.574889060887513,0.82190692247861,0.744317244294036,0.599804183503768,0.862622789510388,0.6268738,0.51248,0.7419075,0.718707883406524,0.571428571428571,0.866666666666667,0.535037830783726,0.375,0.709677419354839,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.62950424307173,0.482890952426182,0.75975975975976,0.661541165397417,0.500197081541849,0.801041058286248,0.5903092,0.470785,0.70491,0.682233038917888,0.517241379310345,0.84375,0.498386114857566,0.324324324324324,0.65625,"multi-class","TCGA","Slide","papillary from non-papillary tumors","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.700964592753183,0.563042234489104,0.821901106934002,0.7450253978056,0.593992475824692,0.861293730816952,0.6579506,0.5465,0.7735075,0.783788233830089,0.63328947368421,0.916722972972973,0.5321102307379,0.354791271347249,0.70594362745098,"multi-class","TCGA","Slide","papillary from non-papillary tumors","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.716040940295087,0.579256297144397,0.833822385435289,0.759550535447367,0.616234683997924,0.868778785485165,0.6240318,0.50635,0.7422,0.718155279014576,0.555482456140351,0.871875,0.52990644810415,0.34375,0.71875,"multi-class","TCGA","Slide","papillary from non-papillary tumors","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.703967679289483,0.576706104931911,0.820833755060729,0.746944423890562,0.601136161040842,0.863051746293582,0.5948832,0.48093,0.714335,0.656450995315718,0.482758620689655,0.821582512315271,0.533315436665555,0.363636363636364,0.708366935483871,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.427360195848748,0.293240826836421,0.567514005602241,0.536454120061351,0.355490226422863,0.6772131701988,0.4344245,0.324975,0.5501925,0.589946964403934,0.424242424242424,0.758620689655172,0.278903104473077,0.124905303030303,0.4375,"multi-class","TCGA","Slide","papillary from non-papillary tumors","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.689608921528436,0.55033357771261,0.823291015625,0.744771853972856,0.573348937823392,0.870736183650982,0.6424768,0.5201825,0.7550025,0.56212726750908,0.392757936507937,0.735332817337461,0.722828404538287,0.562461890243902,0.875,"multi-class","TCGA","Slide","papillary from non-papillary tumors","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.602486856600738,0.448245436105477,0.740631642206478,0.668754298169093,0.509907259292722,0.805078941861438,0.5186169,0.3984275,0.6406275,0.507087487275302,0.333333333333333,0.67741935483871,0.530146804972639,0.357085253456221,0.687553879310345,"multi-class","TCGA","Slide","papillary from non-papillary tumors","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.705196664821487,0.5751708984375,0.825872487872488,0.77242136483115,0.638900004368442,0.883522122905564,0.6709903,0.548,0.781715,0.621636835835495,0.45945945945946,0.787878787878788,0.720344064616926,0.548387096774194,0.875,"multi-class","TCGA","Slide","papillary from non-papillary tumors","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.445365796484335,0.292132352941177,0.58457549531507,0.536060831664907,0.373949709863613,0.695089989657164,0.4720379,0.356295,0.58057,0.565259480121684,0.387096774193548,0.727272727272727,0.378817095003018,0.214285714285714,0.529457720588235,"multi-class","TCGA","Slide","papillary from non-papillary tumors","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.460966314204365,0.308869098959232,0.6133544921875,0.542040210842427,0.370978984033426,0.692538387925679,0.4387949,0.33489,0.5396025,0.718310465622233,0.555555555555556,0.863712121212121,0.15927654642825,0.037037037037037,0.290322580645161,"multi-class","TCGA","Slide","papillary from non-papillary tumors","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.652332644389431,0.509754901960784,0.782043421233504,0.731757921548721,0.580186865155927,0.855465039072969,0.5,0.5,0.5,1,1,1,0,0,0,"multi-class","TCGA","Slide","papillary from non-papillary tumors","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.640137008094713,0.495086179633144,0.767645758874022,0.723552896904367,0.572964816091294,0.845390922789871,0.5639423,0.437825,0.685225,0.65883457581602,0.499679487179487,0.827586206896552,0.469051584211784,0.285714285714286,0.64537841191067,"multi-class","TCGA","Slide","papillary from non-papillary tumors","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.467248114776086,0.32842991363212,0.611116536458333,0.555844648375768,0.406256823029813,0.700018732974006,0.4557446,0.337275,0.57352,0.536003577781019,0.363636363636364,0.7,0.375484582241828,0.205735294117647,0.548387096774194,"multi-class","TCGA","Slide","papillary from non-papillary tumors","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.448661223890517,0.301295650489199,0.592733134920635,0.545253614699907,0.389822899888694,0.700780597526355,0.4235283,0.3053825,0.5402375,0.531634213000037,0.352941176470588,0.709698641765705,0.315424423606791,0.171428571428571,0.472453703703703,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.482839084961965,0.338709677419355,0.630894607843137,0.510419143839567,0.356396930379874,0.680072696456365,0.4816481,0.35979,0.6032,0.563187282370888,0.388844086021505,0.727473262032085,0.400110777663744,0.235245098039216,0.571428571428571,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","blca hist subtype","TCGA","BLCA","bladder","Diagnostic: Histologic Subtyping","Diagnostic",0.697440580320212,0.555176164215686,0.823890646704738,0.774955400707096,0.629297030057221,0.885299762248378,0.5971376,0.48336,0.7205275,0.68959311123642,0.5125,0.833333333333333,0.504678928652827,0.342857142857143,0.67649430740038,"multi-class","TCGA","Slide","papillary from non-papillary tumors","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
