Task_short,Dataset,ModelName,ModelName_short,ModelCategory,ModelDomain,ModelArch,balanced_accuracy,F1_score,Precision,Recall,Cancer,Slide_vs_patch_classification,binary_multi,tissue,average_performance
lung hist OOD1,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.57,0.57,0.57,0.57,Lung,Slide,binary,lung,0.57
lung hist OOD1,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.55,0.6,0.72,0.55,Lung,Slide,binary,lung,0.6
lung hist OOD1,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.4,0.43,0.55,0.4,Lung,Slide,binary,lung,0.45
lung hist OOD1,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.7,0.73,0.82,0.7,Lung,Slide,binary,lung,0.74
Chrom,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.65,0.65,0.65,0.65,Pan-cancer,Slide,binary,pan-cancer,0.65
Chrom,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.7,0.7,0.7,0.7,Pan-cancer,Slide,binary,pan-cancer,0.7
Chrom,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.59,0.59,0.59,0.59,Pan-cancer,Slide,binary,pan-cancer,0.59
Chrom,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.74,0.74,0.74,0.74,Pan-cancer,Slide,binary,pan-cancer,0.74
Chrom,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.64,0.64,0.64,0.64,Pan-cancer,Slide,binary,pan-cancer,0.64
Chrom,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.49,0.49,0.49,0.49,Pan-cancer,Slide,binary,pan-cancer,0.49
Chrom,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
Chrom,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.59,0.59,0.59,0.59,Pan-cancer,Slide,binary,pan-cancer,0.59
Chrom,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.63,0.63,0.63,0.63,Pan-cancer,Slide,binary,pan-cancer,0.63
Chrom,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.59,0.59,0.59,0.59,Pan-cancer,Slide,binary,pan-cancer,0.59
Chrom,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.65,0.65,0.65,0.65,Pan-cancer,Slide,binary,pan-cancer,0.65
Chrom,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.75,0.75,0.75,0.75,Pan-cancer,Slide,binary,pan-cancer,0.75
Chrom,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.75,0.75,0.75,0.75,Pan-cancer,Slide,binary,pan-cancer,0.75
Chrom,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.72,0.72,0.72,0.72,Pan-cancer,Slide,binary,pan-cancer,0.72
Chrom,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
Chrom,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.56,0.56,0.56,0.56,Pan-cancer,Slide,binary,pan-cancer,0.56
Chrom,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.67,0.67,0.67,0.67,Pan-cancer,Slide,binary,pan-cancer,0.67
Chrom,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.73,0.73,0.73,0.73,Pan-cancer,Slide,binary,pan-cancer,0.73
Chrom,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.75,0.75,0.75,0.75,Pan-cancer,Slide,binary,pan-cancer,0.75
Chrom,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.65,0.65,0.65,0.65,Pan-cancer,Slide,binary,pan-cancer,0.65
Chrom,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.71,0.7,0.74,0.71,Pan-cancer,Slide,binary,pan-cancer,0.72
Chrom,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.66,0.66,0.66,0.66,Pan-cancer,Slide,binary,pan-cancer,0.66
Chrom,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.62,0.62,0.62,0.62,Pan-cancer,Slide,binary,pan-cancer,0.62
tumor_label,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.66,0.66,0.66,0.66,Pan-cancer,Slide,multi-class,pan-cancer,0.66
tumor_label,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.85,0.85,0.85,0.85,Pan-cancer,Slide,multi-class,pan-cancer,0.85
tumor_label,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.39,0.39,0.39,0.39,Pan-cancer,Slide,multi-class,pan-cancer,0.39
tumor_label,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.89,0.89,0.89,0.89,Pan-cancer,Slide,multi-class,pan-cancer,0.89
tumor_label,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.4,0.4,0.4,0.4,Pan-cancer,Slide,multi-class,pan-cancer,0.4
tumor_label,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.2,0.2,0.2,0.2,Pan-cancer,Slide,multi-class,pan-cancer,0.2
tumor_label,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.38,0.38,0.38,0.38,Pan-cancer,Slide,multi-class,pan-cancer,0.38
tumor_label,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.38,0.38,0.38,0.38,Pan-cancer,Slide,multi-class,pan-cancer,0.38
tumor_label,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.78,0.78,0.78,0.78,Pan-cancer,Slide,multi-class,pan-cancer,0.78
tumor_label,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.39,0.39,0.39,0.39,Pan-cancer,Slide,multi-class,pan-cancer,0.39
tumor_label,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.74,0.74,0.74,0.74,Pan-cancer,Slide,multi-class,pan-cancer,0.74
tumor_label,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.92,0.92,0.92,0.92,Pan-cancer,Slide,multi-class,pan-cancer,0.92
tumor_label,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.92,0.92,0.92,0.92,Pan-cancer,Slide,multi-class,pan-cancer,0.92
tumor_label,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.94,0.94,0.94,0.94,Pan-cancer,Slide,multi-class,pan-cancer,0.94
tumor_label,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.38,0.38,0.38,0.38,Pan-cancer,Slide,multi-class,pan-cancer,0.38
tumor_label,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.39,0.39,0.39,0.39,Pan-cancer,Slide,multi-class,pan-cancer,0.39
tumor_label,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.9,0.91,0.91,0.91,Pan-cancer,Slide,multi-class,pan-cancer,0.91
tumor_label,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.92,0.92,0.92,0.92,Pan-cancer,Slide,multi-class,pan-cancer,0.92
tumor_label,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.92,0.92,0.92,0.92,Pan-cancer,Slide,multi-class,pan-cancer,0.92
tumor_label,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.84,0.84,0.84,0.84,Pan-cancer,Slide,multi-class,pan-cancer,0.84
tumor_label,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.87,0.87,0.87,0.87,Pan-cancer,Slide,multi-class,pan-cancer,0.87
tumor_label,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.66,0.66,0.66,0.66,Pan-cancer,Slide,multi-class,pan-cancer,0.66
tumor_label,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.74,0.74,0.74,0.74,Pan-cancer,Slide,multi-class,pan-cancer,0.74
NCT-CRC-HE,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.85,0.79,0.75,0.85,COAD,Patch,multi-class,colon,0.81
NCT-CRC-HE,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.94,0.92,0.91,0.94,COAD,Patch,multi-class,colon,0.93
NCT-CRC-HE,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.66,0.57,0.53,0.66,COAD,Patch,multi-class,colon,0.6
NCT-CRC-HE,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.96,0.95,0.94,0.96,COAD,Patch,multi-class,colon,0.95
NCT-CRC-HE,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.67,0.58,0.53,0.67,COAD,Patch,multi-class,colon,0.61
NCT-CRC-HE,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.27,0.18,0.15,0.27,COAD,Patch,multi-class,colon,0.22
NCT-CRC-HE,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.65,0.57,0.52,0.65,COAD,Patch,multi-class,colon,0.6
NCT-CRC-HE,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.67,0.62,0.6,0.67,COAD,Patch,multi-class,colon,0.64
NCT-CRC-HE,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.91,0.88,0.85,0.91,COAD,Patch,multi-class,colon,0.89
NCT-CRC-HE,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.67,0.58,0.54,0.67,COAD,Patch,multi-class,colon,0.62
NCT-CRC-HE,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.94,0.92,0.9,0.94,COAD,Patch,multi-class,colon,0.92
NCT-CRC-HE,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.95,0.94,0.93,0.95,COAD,Patch,multi-class,colon,0.94
NCT-CRC-HE,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.97,0.95,0.94,0.97,COAD,Patch,multi-class,colon,0.96
NCT-CRC-HE,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.96,0.95,0.93,0.96,COAD,Patch,multi-class,colon,0.95
NCT-CRC-HE,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.65,0.56,0.52,0.65,COAD,Patch,multi-class,colon,0.6
NCT-CRC-HE,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.65,0.57,0.52,0.65,COAD,Patch,multi-class,colon,0.6
NCT-CRC-HE,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.94,0.92,0.9,0.94,COAD,Patch,multi-class,colon,0.92
NCT-CRC-HE,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.95,0.92,0.91,0.95,COAD,Patch,multi-class,colon,0.93
NCT-CRC-HE,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.97,0.96,0.95,0.97,COAD,Patch,multi-class,colon,0.96
NCT-CRC-HE,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.91,0.87,0.85,0.91,COAD,Patch,multi-class,colon,0.88
NCT-CRC-HE,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.95,0.93,0.92,0.95,COAD,Patch,multi-class,colon,0.94
NCT-CRC-HE,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.85,0.79,0.75,0.85,COAD,Patch,multi-class,colon,0.81
NCT-CRC-HE,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.95,0.93,0.91,0.95,COAD,Patch,multi-class,colon,0.94
kidney_subtype,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.76,0.76,0.78,0.76,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.76
kidney_subtype,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.85,0.86,0.88,0.85,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.86
kidney_subtype,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.4,0.42,0.48,0.4,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.43
kidney_subtype,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.86,0.85,0.86,0.86,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.86
kidney_subtype,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.51,0.53,0.56,0.51,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.53
kidney_subtype,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.31,0.32,0.37,0.31,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.33
kidney_subtype,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.4,0.42,0.49,0.4,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.43
kidney_subtype,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.4,0.42,0.48,0.4,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.43
kidney_subtype,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.76,0.76,0.78,0.76,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.76
kidney_subtype,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.37,0.38,0.4,0.37,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.38
kidney_subtype,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.73,0.74,0.78,0.73,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.74
kidney_subtype,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.86,0.85,0.85,0.86,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.86
kidney_subtype,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.87,0.87,0.88,0.87,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.87
kidney_subtype,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.88,0.88,0.88,0.88,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.88
kidney_subtype,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.36,0.36,0.38,0.36,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.36
kidney_subtype,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.41,0.43,0.49,0.41,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.44
kidney_subtype,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.82,0.82,0.85,0.82,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.83
kidney_subtype,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.86,0.86,0.87,0.86,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.86
kidney_subtype,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.87,0.87,0.88,0.87,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.87
kidney_subtype,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.68,0.68,0.68,0.68,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.68
kidney_subtype,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.83,0.83,0.85,0.83,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.84
kidney_subtype,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.76,0.76,0.78,0.76,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.76
kidney_subtype,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.78,0.78,0.79,0.78,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.78
lusc_vs_luad,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.91,0.913,0.913,0.913,LUSC+LUAD,Slide,binary,lung,0.91
lung_transcriptome_subtype,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.71,0.71,0.714,0.71,LUSC+LUAD,Slide,multi-class,lung,0.71
MTOR,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.71,0.716,0.732,0.714,Pan-cancer,Slide,binary,pan-cancer,0.72
tumor_label,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.92,0.922,0.925,0.922,Pan-cancer,Slide,multi-class,pan-cancer,0.92
P53,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.84,0.844,0.844,0.844,Pan-cancer,Slide,binary,pan-cancer,0.84
CPTAC-grade,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.59,0.599,0.632,0.586,Pan-cancer,Slide,multi-class,pan-cancer,0.6
Chrom,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.73,0.73,0.734,0.73,Pan-cancer,Slide,binary,pan-cancer,0.73
CPTAC-MYC,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.79,0.794,0.795,0.794,Pan-cancer,Slide,binary,pan-cancer,0.79
SWI,CPTAC,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.78,0.779,0.78,0.779,Pan-cancer,Slide,binary,pan-cancer,0.78
gi_subtype,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.54,0.545,0.561,0.541,GI,Slide,multi-class,GI,0.55
mRNAstatus,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.67,0.668,0.669,0.667,PRAD,Slide,binary,prostate,0.67
ERGstatus,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.72,0.718,0.726,0.717,PRAD,Slide,binary,prostate,0.72
MGMT OOD,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.52,0.526,0.563,0.516,Brain,Slide,binary,brain,0.53
brain necrosis,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.53,0.529,0.529,0.529,Brain,Slide,binary,brain,0.53
lung stage OOD,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.17,0.193,0.231,0.167,Lung,Slide,multi-class,lung,0.19
lung hist OOD1,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.7,0.7,0.714,0.7,Lung,Slide,binary,lung,0.7
BRACS,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.64,0.678,0.736,0.644,BRCA,Patch,multi-class,breast,0.67
BreakHis,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.93,0.928,0.93,0.928,BRCA,Patch,multi-class,breast,0.93
UniToPatho,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.54,0.581,0.669,0.535,COAD,Patch,multi-class,colon,0.58
MHIST,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.84,0.84,0.856,0.835,COAD,Patch,binary,colon,0.84
LC25000,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
NCT-CRC-HE,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.96,0.963,0.963,0.963,COAD,Patch,multi-class,colon,0.96
SICAPv2,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.81,0.82,0.832,0.814,PRAD,Patch,multi-class,prostate,0.82
BACH,External_benchmarking_cohort,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.94,0.943,0.946,0.942,BRCA,Patch,multi-class,breast,0.94
lung hist OOD2,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.72,0.743,0.816,0.717,Lung,Slide,multi-class,lung,0.75
lung stage,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.48,0.481,0.488,0.48,Lung,Slide,multi-class,lung,0.48
lung grade,Out of Domain,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.56,0.57,0.581,0.564,Lung,Slide,multi-class,lung,0.57
kidney_subtype,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.87,0.869,0.87,0.872,KIRC + KIRP + KICH,Slide,multi-class,kidney,0.87
bladder_mrna_clustering,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.7,0.699,0.702,0.701,BLCA,Slide,multi-class,bladder,0.7
blca_hist_subtype,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.64,0.645,0.665,0.641,BLCA,Slide,multi-class,bladder,0.65
PRstatus,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.71,0.711,0.715,0.71,BRCA,Slide,binary,breast,0.71
PAM50status,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.6,0.607,0.619,0.603,BRCA,Slide,binary,breast,0.61
ERstatus,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.86,0.862,0.863,0.862,BRCA,Slide,binary,breast,0.86
brain_histology_subtype,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.63,0.646,0.722,0.63,GBM+LGG,Slide,multi-class,brain,0.66
IDH,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.91,0.912,0.913,0.912,GBM+LGG,Slide,binary,brain,0.91
MGMT,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.67,0.667,0.667,0.667,GBM+LGG,Slide,binary,brain,0.67
brain_transcriptome_subtype,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.64,0.638,0.645,0.635,GBM+LGG,Slide,multi-class,brain,0.64
Immunegroup,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.63,0.632,0.639,0.631,Pan-cancer,Slide,multi-class,pan-cancer,0.63
PI3K,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.68,0.682,0.685,0.681,Pan-cancer,Slide,binary,pan-cancer,0.68
MYC,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.62,0.621,0.622,0.621,Pan-cancer,Slide,binary,pan-cancer,0.62
TCGA-Grade,TCGA,FusionModel_v2models,fusion model,fusion model,NaturalImages and Pathology,Vit-L,0.6,0.592,0.591,0.595,Pan-cancer,Slide,multi-class,pan-cancer,0.59
